Customer ID,freq_per_year,spend_bucket,segment
1041,0.0,Low,Very Low
1042,0.0,Low,Very Low
1043,52.0,High,High
1044,0.0,High,Very Low
1045,0.0,Low,Very Low
1046,0.0,High,Very Low
1047,0.0,Low,Very Low
1048,0.0,Low,Very Low
1049,0.0,High,Very Low
1050,4.0,Low,Low
1051,12.0,High,Medium
1052,0.0,Medium,Very Low
1053,0.0,Low,Very Low
1054,0.0,High,Very Low
1055,4.0,Very High,Low
1056,0.0,Low,Very Low
1057,0.0,High,Very Low
1058,52.0,Low,High
1059,0.0,Low,Very Low
1060,12.0,Low,Medium
1061,0.0,Low,Very Low
1062,0.0,High,Very Low
1063,0.0,High,Very Low
1064,12.0,Low,Medium
1065,0.0,Low,Very Low
1066,0.0,Low,Very Low
1067,0.0,Very High,Very Low
1068,4.0,Medium,Low
1069,52.0,Very High,High
1070,0.0,High,Very Low
1071,52.0,High,High
1072,12.0,High,Medium
1073,0.0,Very High,Very Low
1074,12.0,Very High,Medium
1075,0.0,High,Very Low
1076,0.0,Medium,Very Low
1077,0.0,High,Very Low
1078,4.0,Low,Low
1079,0.0,Medium,Very Low
1080,12.0,Low,Medium
1081,0.0,Medium,Very Low
1082,0.0,Low,Very Low
1083,4.0,Very High,Low
1084,52.0,Very High,High
1085,4.0,Low,Low
1086,0.0,Very High,Very Low
1087,0.0,High,Very Low
1088,12.0,High,Medium
1089,52.0,Low,High
1090,0.0,High,Very Low
1091,0.0,Medium,Very Low
1092,0.0,High,Very Low
1093,4.0,Medium,Low
1094,0.0,Medium,Very Low
1095,4.0,Medium,Low
1096,4.0,Low,Low
1097,0.0,Medium,Very Low
1098,52.0,Low,High
1099,52.0,Very High,High
1100,0.0,High,Very Low
1101,52.0,Low,High
1102,0.0,High,Very Low
1103,0.0,Very High,Very Low
1104,0.0,Low,Very Low
1105,4.0,Low,Low
1106,0.0,Very High,Very Low
1107,0.0,Very High,Very Low
1108,52.0,High,High
1109,0.0,Low,Very Low
1110,52.0,Very High,High
1111,0.0,High,Very Low
1112,0.0,High,Very Low
1113,4.0,High,Low
1114,0.0,High,Very Low
1115,0.0,Low,Very Low
1116,52.0,Medium,High
1117,0.0,Very High,Very Low
1118,12.0,High,Medium
1119,0.0,High,Very Low
1120,52.0,Low,High
1121,12.0,Very High,Medium
1122,4.0,Medium,Low
1123,0.0,High,Very Low
1124,12.0,High,Medium
1125,4.0,Low,Low
1126,52.0,Very High,High
1127,0.0,Medium,Very Low
1128,12.0,Medium,Medium
1129,12.0,Low,Medium
1130,0.0,High,Very Low
1131,0.0,Medium,Very Low
1132,12.0,High,Medium
1133,0.0,Very High,Very Low
1134,52.0,Low,High
1135,0.0,High,Very Low
1136,4.0,Very High,Low
1137,12.0,Very High,Medium
1138,0.0,Very High,Very Low
1139,0.0,Low,Very Low
1140,0.0,Medium,Very Low
1141,0.0,Low,Very Low
1142,0.0,Low,Very Low
1143,0.0,High,Very Low
1144,4.0,Low,Low
1145,0.0,Medium,Very Low
1146,0.0,Very High,Very Low
1147,0.0,Low,Very Low
1148,0.0,Low,Very Low
1149,0.0,High,Very Low
1150,0.0,Medium,Very Low
1151,0.0,Low,Very Low
1152,52.0,Very High,High
1153,0.0,Medium,Very Low
1154,4.0,Medium,Low
1155,0.0,Very High,Very Low
1156,4.0,Medium,Low
1157,0.0,Low,Very Low
1158,4.0,High,Low
1159,0.0,Very High,Very Low
1160,0.0,Medium,Very Low
1161,0.0,Medium,Very Low
1162,12.0,Medium,Medium
1163,52.0,Very High,High
1164,12.0,Medium,Medium
1165,4.0,Very High,Low
1166,0.0,High,Very Low
1167,0.0,Medium,Very Low
1168,4.0,Very High,Low
1169,0.0,Very High,Very Low
1170,0.0,Very High,Very Low
1171,0.0,High,Very Low
1172,0.0,Medium,Very Low
1173,0.0,High,Very Low
1174,0.0,High,Very Low
1175,0.0,Low,Very Low
1176,4.0,High,Low
1177,4.0,Very High,Low
1178,12.0,Low,Medium
1179,0.0,Low,Very Low
1180,0.0,Low,Very Low
1181,12.0,Low,Medium
1182,4.0,Very High,Low
1183,4.0,Low,Low
1184,52.0,Low,High
1185,0.0,High,Very Low
1186,12.0,High,Medium
1187,0.0,High,Very Low
1188,0.0,Very High,Very Low
1189,52.0,Low,High
1190,0.0,Very High,Very Low
1191,52.0,Medium,High
1192,4.0,High,Low
1193,4.0,Medium,Low
1194,0.0,Medium,Very Low
1195,0.0,Medium,Very Low
1196,12.0,Very High,Medium
1197,0.0,Very High,Very Low
1198,0.0,Very High,Very Low
1199,0.0,Medium,Very Low
1200,52.0,Very High,High
1201,52.0,Low,High
1202,0.0,High,Very Low
1203,0.0,Low,Very Low
1204,0.0,Very High,Very Low
1205,0.0,Very High,Very Low
1206,0.0,Very High,Very Low
1207,0.0,Medium,Very Low
1208,0.0,Very High,Very Low
1209,0.0,Very High,Very Low
1210,12.0,High,Medium
1211,4.0,High,Low
1212,0.0,Very High,Very Low
1213,52.0,High,High
1214,0.0,Medium,Very Low
1215,0.0,High,Very Low
1216,0.0,Low,Very Low
1217,0.0,Low,Very Low
1218,0.0,High,Very Low
1219,0.0,High,Very Low
1220,0.0,Low,Very Low
1221,4.0,High,Low
1222,4.0,High,Low
1223,0.0,High,Very Low
1224,52.0,Low,High
1225,52.0,Medium,High
1226,52.0,Very High,High
1227,0.0,Very High,Very Low
1228,0.0,Low,Very Low
1229,0.0,Medium,Very Low
1230,0.0,Medium,Very Low
1231,12.0,High,Medium
1232,0.0,High,Very Low
1233,0.0,Low,Very Low
1234,0.0,High,Very Low
1235,0.0,Very High,Very Low
1236,0.0,Low,Very Low
1237,0.0,High,Very Low
1238,4.0,Very High,Low
1239,0.0,High,Very Low
1240,0.0,Low,Very Low
1241,0.0,High,Very Low
1242,52.0,Medium,High
1243,4.0,Low,Low
1244,0.0,Low,Very Low
1245,12.0,High,Medium
1246,52.0,Low,High
1247,12.0,Medium,Medium
1248,0.0,Very High,Very Low
1249,0.0,Low,Very Low
1250,0.0,Medium,Very Low
1251,12.0,Low,Medium
1252,12.0,Very High,Medium
1253,4.0,Medium,Low
1254,0.0,Low,Very Low
1255,0.0,Medium,Very Low
1256,0.0,High,Very Low
1257,0.0,Medium,Very Low
1258,0.0,High,Very Low
1259,0.0,Very High,Very Low
1260,12.0,High,Medium
1261,4.0,Very High,Low
1262,0.0,Low,Very Low
1263,12.0,High,Medium
1264,0.0,High,Very Low
1265,0.0,Very High,Very Low
1266,52.0,High,High
1267,0.0,Low,Very Low
1268,52.0,Very High,High
1269,0.0,Very High,Very Low
1270,4.0,Medium,Low
1271,0.0,Very High,Very Low
1272,0.0,Medium,Very Low
1273,12.0,High,Medium
1274,0.0,Low,Very Low
1275,4.0,High,Low
1276,12.0,Low,Medium
1277,52.0,High,High
1278,4.0,Very High,Low
1279,0.0,Very High,Very Low
1280,0.0,Medium,Very Low
1281,0.0,High,Very Low
1282,0.0,High,Very Low
1283,12.0,High,Medium
1284,0.0,Very High,Very Low
1285,0.0,Very High,Very Low
1286,0.0,Very High,Very Low
1287,0.0,Medium,Very Low
1288,12.0,Low,Medium
1289,0.0,Very High,Very Low
1290,52.0,Low,High
1291,0.0,Low,Very Low
1292,0.0,High,Very Low
1293,0.0,High,Very Low
1294,0.0,High,Very Low
1295,0.0,High,Very Low
1296,52.0,Medium,High
1297,0.0,Low,Very Low
1298,0.0,Very High,Very Low
1299,0.0,High,Very Low
1300,0.0,Low,Very Low
1301,0.0,Very High,Very Low
1302,52.0,Medium,High
1303,12.0,Low,Medium
1304,0.0,Low,Very Low
1305,0.0,High,Very Low
1306,0.0,Medium,Very Low
1307,0.0,Low,Very Low
1308,0.0,Low,Very Low
1309,0.0,Low,Very Low
1310,4.0,Low,Low
1311,0.0,Medium,Very Low
1312,0.0,Very High,Very Low
1313,12.0,High,Medium
1314,0.0,Low,Very Low
1315,0.0,High,Very Low
1316,4.0,High,Low
1317,0.0,Low,Very Low
1318,12.0,Medium,Medium
1319,0.0,Very High,Very Low
1320,52.0,Low,High
1321,0.0,Low,Very Low
1322,0.0,Very High,Very Low
1323,4.0,High,Low
1324,0.0,High,Very Low
1325,0.0,High,Very Low
1326,12.0,High,Medium
1327,12.0,Medium,Medium
1328,52.0,Medium,High
1329,52.0,Very High,High
1330,0.0,High,Very Low
1331,0.0,High,Very Low
1332,0.0,Very High,Very Low
1333,4.0,Medium,Low
1334,4.0,High,Low
1335,12.0,Medium,Medium
1336,52.0,Medium,High
1337,0.0,Very High,Very Low
1338,0.0,Very High,Very Low
1339,0.0,Medium,Very Low
1340,0.0,Medium,Very Low
1341,0.0,High,Very Low
1342,4.0,Low,Low
1343,12.0,Medium,Medium
1344,12.0,Medium,Medium
1345,0.0,Low,Very Low
1346,52.0,Low,High
1347,0.0,Very High,Very Low
1348,12.0,Very High,Medium
1349,0.0,Medium,Very Low
1350,0.0,Low,Very Low
1351,0.0,High,Very Low
1352,4.0,Low,Low
1353,0.0,Very High,Very Low
1354,0.0,Very High,Very Low
1355,4.0,Medium,Low
1356,0.0,Very High,Very Low
1357,0.0,High,Very Low
1358,4.0,High,Low
1359,0.0,Low,Very Low
1360,0.0,High,Very Low
1361,0.0,Medium,Very Low
1362,12.0,Low,Medium
1363,52.0,Medium,High
1364,4.0,Very High,Low
1365,0.0,High,Very Low
1366,0.0,High,Very Low
1367,0.0,Medium,Very Low
1368,4.0,High,Low
1369,52.0,Low,High
1370,0.0,High,Very Low
1371,0.0,High,Very Low
1372,12.0,High,Medium
1373,0.0,High,Very Low
1374,4.0,Medium,Low
1375,4.0,Very High,Low
1376,0.0,Low,Very Low
1377,0.0,High,Very Low
1378,12.0,Medium,Medium
1379,52.0,Medium,High
1380,0.0,High,Very Low
1381,0.0,Low,Very Low
1382,4.0,Very High,Low
1383,4.0,Medium,Low
1384,12.0,Medium,Medium
1385,52.0,Very High,High
1386,0.0,High,Very Low
1387,4.0,Medium,Low
1388,12.0,Very High,Medium
1389,4.0,Low,Low
1390,0.0,High,Very Low
1391,52.0,Low,High
1392,0.0,Low,Very Low
1393,0.0,Medium,Very Low
1394,0.0,Medium,Very Low
1395,52.0,Medium,High
1396,0.0,Low,Very Low
1397,12.0,Low,Medium
1398,0.0,High,Very Low
1399,52.0,Medium,High
1400,0.0,High,Very Low
1401,0.0,Low,Very Low
1402,52.0,Medium,High
1403,12.0,Low,Medium
1404,0.0,Low,Very Low
1405,52.0,Low,High
1406,12.0,Very High,Medium
1407,12.0,Medium,Medium
1408,0.0,High,Very Low
1409,52.0,Medium,High
1410,0.0,Medium,Very Low
1411,0.0,Very High,Very Low
1412,4.0,Low,Low
1413,0.0,Very High,Very Low
1414,4.0,High,Low
1415,0.0,Medium,Very Low
1416,0.0,Very High,Very Low
1417,4.0,Medium,Low
1418,0.0,Low,Very Low
1419,0.0,High,Very Low
1420,4.0,High,Low
1421,0.0,Medium,Very Low
1422,0.0,Very High,Very Low
1423,0.0,Low,Very Low
1424,0.0,Medium,Very Low
1425,0.0,Low,Very Low
1426,0.0,Medium,Very Low
1427,0.0,Low,Very Low
1428,0.0,Very High,Very Low
1429,4.0,Very High,Low
1430,0.0,Low,Very Low
1431,0.0,Low,Very Low
1432,4.0,Very High,Low
1433,4.0,Low,Low
1434,52.0,Medium,High
1435,0.0,High,Very Low
1436,52.0,Very High,High
1437,0.0,Very High,Very Low
1438,0.0,Very High,Very Low
1439,12.0,Low,Medium
1440,0.0,Medium,Very Low
1441,12.0,High,Medium
1442,0.0,Low,Very Low
1443,0.0,Very High,Very Low
1444,12.0,Medium,Medium
1445,4.0,Low,Low
1446,0.0,Medium,Very Low
1447,4.0,Low,Low
1448,12.0,Medium,Medium
1449,0.0,Very High,Very Low
1450,0.0,Medium,Very Low
1451,4.0,Medium,Low
1452,4.0,Low,Low
1453,4.0,Low,Low
1454,0.0,Very High,Very Low
1455,0.0,Medium,Very Low
1456,0.0,High,Very Low
1457,0.0,Very High,Very Low
1458,0.0,Medium,Very Low
1459,52.0,Low,High
1460,0.0,Low,Very Low
1461,0.0,Very High,Very Low
1462,4.0,Very High,Low
1463,4.0,Very High,Low
1464,12.0,Medium,Medium
1465,4.0,Very High,Low
1466,0.0,High,Very Low
1467,0.0,High,Very Low
1468,0.0,Low,Very Low
1469,0.0,Low,Very Low
1470,0.0,Very High,Very Low
1471,0.0,Low,Very Low
1472,0.0,High,Very Low
1473,52.0,Low,High
1474,0.0,High,Very Low
1475,12.0,High,Medium
1476,12.0,High,Medium
1477,12.0,Medium,Medium
1478,0.0,Low,Very Low
1479,0.0,Low,Very Low
1480,52.0,Very High,High
1481,4.0,High,Low
1482,4.0,Low,Low
1483,52.0,High,High
1484,0.0,High,Very Low
1485,0.0,Medium,Very Low
1486,0.0,Medium,Very Low
1487,0.0,High,Very Low
1488,0.0,Medium,Very Low
1489,52.0,Medium,High
1490,4.0,Low,Low
1491,0.0,Medium,Very Low
1492,4.0,Medium,Low
1493,4.0,Low,Low
1494,4.0,Medium,Low
1495,0.0,High,Very Low
1496,52.0,Low,High
1497,0.0,Very High,Very Low
1498,0.0,Low,Very Low
1499,0.0,Low,Very Low
1500,0.0,Very High,Very Low
1501,12.0,High,Medium
1502,0.0,Medium,Very Low
1503,0.0,High,Very Low
1504,4.0,Low,Low
1505,12.0,High,Medium
1506,12.0,Low,Medium
1507,4.0,Low,Low
1508,0.0,Very High,Very Low
1509,0.0,Very High,Very Low
1510,0.0,Medium,Very Low
1511,0.0,Low,Very Low
1512,52.0,Very High,High
1513,0.0,Low,Very Low
1514,12.0,Low,Medium
1515,52.0,Very High,High
1516,52.0,Very High,High
1517,0.0,High,Very Low
1518,4.0,Medium,Low
1519,0.0,High,Very Low
1520,52.0,High,High
1521,4.0,High,Low
1522,52.0,Medium,High
1523,12.0,High,Medium
1524,0.0,Very High,Very Low
1525,0.0,High,Very Low
1526,0.0,Low,Very Low
1527,12.0,Low,Medium
1528,0.0,High,Very Low
1529,0.0,High,Very Low
1530,0.0,High,Very Low
1531,4.0,Low,Low
1532,0.0,Very High,Very Low
1533,0.0,Medium,Very Low
1534,4.0,Medium,Low
1535,0.0,High,Very Low
1536,12.0,High,Medium
1537,4.0,Very High,Low
1538,0.0,Very High,Very Low
1539,0.0,High,Very Low
1540,0.0,Medium,Very Low
1541,12.0,Very High,Medium
1542,0.0,High,Very Low
1543,52.0,Medium,High
1544,0.0,Very High,Very Low
1545,0.0,Low,Very Low
1546,0.0,Medium,Very Low
1547,0.0,Medium,Very Low
1548,4.0,Medium,Low
1549,52.0,Low,High
1550,0.0,Medium,Very Low
1551,4.0,Low,Low
1552,12.0,Low,Medium
1553,12.0,Medium,Medium
1554,4.0,Medium,Low
1555,0.0,Medium,Very Low
1556,4.0,Medium,Low
1557,4.0,Medium,Low
1558,4.0,Low,Low
1559,0.0,High,Very Low
1560,0.0,Very High,Very Low
1561,52.0,Very High,High
1562,4.0,Low,Low
1563,0.0,High,Very Low
1564,52.0,Medium,High
1565,0.0,Low,Very Low
1566,0.0,Very High,Very Low
1567,0.0,Very High,Very Low
1568,12.0,Low,Medium
1569,12.0,High,Medium
1570,52.0,High,High
1571,0.0,Medium,Very Low
1572,0.0,Very High,Very Low
1573,12.0,Very High,Medium
1574,52.0,Low,High
1575,0.0,Low,Very Low
1576,0.0,Low,Very Low
1577,12.0,High,Medium
1578,0.0,Low,Very Low
1579,4.0,Very High,Low
1580,12.0,High,Medium
1581,0.0,High,Very Low
1582,4.0,High,Low
1583,12.0,Medium,Medium
1584,0.0,Very High,Very Low
1585,4.0,Very High,Low
1586,0.0,Low,Very Low
1587,52.0,High,High
1588,0.0,Very High,Very Low
1589,12.0,Low,Medium
1590,52.0,High,High
1591,0.0,High,Very Low
1592,0.0,Very High,Very Low
1593,0.0,Very High,Very Low
1594,12.0,Very High,Medium
1595,0.0,Medium,Very Low
1596,0.0,Low,Very Low
1597,12.0,Low,Medium
1598,4.0,Low,Low
1599,0.0,Very High,Very Low
1600,0.0,Medium,Very Low
1601,52.0,Low,High
1602,12.0,Medium,Medium
1603,0.0,Medium,Very Low
1604,0.0,Very High,Very Low
1605,0.0,Very High,Very Low
1606,0.0,Medium,Very Low
1607,0.0,Low,Very Low
1608,4.0,High,Low
1609,0.0,Medium,Very Low
1610,12.0,Very High,Medium
1611,0.0,Low,Very Low
1612,12.0,Low,Medium
1613,12.0,High,Medium
1614,0.0,Low,Very Low
1615,0.0,Medium,Very Low
1616,0.0,High,Very Low
1617,4.0,Medium,Low
1618,0.0,High,Very Low
1619,4.0,High,Low
1620,0.0,High,Very Low
1621,0.0,Medium,Very Low
1622,0.0,Medium,Very Low
1623,0.0,Medium,Very Low
1624,0.0,Medium,Very Low
1625,0.0,Low,Very Low
1626,0.0,Medium,Very Low
1627,0.0,Low,Very Low
1628,0.0,Low,Very Low
1629,12.0,High,Medium
1630,4.0,Very High,Low
1631,0.0,Medium,Very Low
1632,0.0,Low,Very Low
1633,0.0,Low,Very Low
1634,0.0,High,Very Low
1635,0.0,Low,Very Low
1636,0.0,Low,Very Low
1637,0.0,Low,Very Low
1638,0.0,Low,Very Low
1639,52.0,Medium,High
1640,0.0,High,Very Low
1641,52.0,Medium,High
1642,0.0,Low,Very Low
1643,0.0,High,Very Low
1644,12.0,High,Medium
1645,12.0,Very High,Medium
1646,0.0,Low,Very Low
1647,0.0,High,Very Low
1648,4.0,High,Low
1649,12.0,High,Medium
1650,4.0,High,Low
1651,0.0,Low,Very Low
1652,12.0,High,Medium
1653,0.0,Low,Very Low
1654,0.0,Very High,Very Low
1655,4.0,Low,Low
1656,12.0,High,Medium
1657,0.0,Medium,Very Low
1658,0.0,Low,Very Low
1659,52.0,High,High
1660,0.0,Low,Very Low
1661,12.0,Medium,Medium
1662,4.0,Very High,Low
1663,0.0,Low,Very Low
1664,0.0,Low,Very Low
1665,52.0,Medium,High
1666,12.0,Medium,Medium
1667,0.0,High,Very Low
1668,0.0,Medium,Very Low
1669,0.0,Low,Very Low
1670,4.0,Medium,Low
1671,52.0,High,High
1672,52.0,Low,High
1673,4.0,High,Low
1674,0.0,High,Very Low
1675,0.0,Medium,Very Low
1676,0.0,Very High,Very Low
1677,52.0,Medium,High
1678,52.0,Low,High
1679,0.0,High,Very Low
1680,0.0,Medium,Very Low
1681,0.0,Low,Very Low
1682,0.0,Very High,Very Low
1683,0.0,Very High,Very Low
1684,4.0,Medium,Low
1685,52.0,Very High,High
1686,0.0,Medium,Very Low
1687,0.0,High,Very Low
1688,0.0,High,Very Low
1689,0.0,Low,Very Low
1690,12.0,High,Medium
1691,0.0,Low,Very Low
1692,0.0,High,Very Low
1693,0.0,High,Very Low
1694,0.0,Very High,Very Low
1695,0.0,High,Very Low
1696,0.0,Very High,Very Low
1697,0.0,High,Very Low
1698,0.0,Very High,Very Low
1699,4.0,Medium,Low
1700,0.0,High,Very Low
1701,12.0,High,Medium
1702,0.0,Medium,Very Low
1703,52.0,Very High,High
1704,0.0,Low,Very Low
1705,0.0,Low,Very Low
1706,0.0,Low,Very Low
1707,0.0,Very High,Very Low
1708,0.0,High,Very Low
1709,4.0,Medium,Low
1710,0.0,Very High,Very Low
1711,4.0,Medium,Low
1712,12.0,Very High,Medium
1713,0.0,Very High,Very Low
1714,4.0,Low,Low
1715,12.0,High,Medium
1716,0.0,High,Very Low
1717,0.0,Medium,Very Low
1718,0.0,Medium,Very Low
1719,0.0,Very High,Very Low
1720,4.0,Low,Low
1721,0.0,Very High,Very Low
1722,12.0,Low,Medium
1723,0.0,Medium,Very Low
1724,0.0,Low,Very Low
1725,52.0,High,High
1726,4.0,Low,Low
1727,52.0,Low,High
1728,12.0,Medium,Medium
1729,0.0,Medium,Very Low
1730,0.0,Low,Very Low
1731,52.0,Low,High
1732,12.0,Very High,Medium
1733,0.0,Medium,Very Low
1734,0.0,Very High,Very Low
1735,4.0,Very High,Low
1736,0.0,Low,Very Low
1737,4.0,High,Low
1738,0.0,Very High,Very Low
1739,52.0,High,High
1740,52.0,Very High,High
1741,0.0,Low,Very Low
1742,12.0,Medium,Medium
1743,0.0,High,Very Low
1744,52.0,High,High
1745,52.0,High,High
1746,52.0,Low,High
1747,0.0,Medium,Very Low
1748,4.0,Low,Low
1749,0.0,Very High,Very Low
1750,0.0,High,Very Low
1751,0.0,Very High,Very Low
1752,0.0,Medium,Very Low
1753,4.0,Low,Low
1754,0.0,Low,Very Low
1755,0.0,Very High,Very Low
1756,12.0,Low,Medium
1757,52.0,Medium,High
1758,0.0,Very High,Very Low
1759,0.0,Medium,Very Low
1760,52.0,Medium,High
1761,52.0,Medium,High
1762,52.0,Very High,High
1763,0.0,Medium,Very Low
1764,0.0,Very High,Very Low
1765,4.0,Medium,Low
1766,4.0,Very High,Low
1767,0.0,Medium,Very Low
1768,0.0,Very High,Very Low
1769,0.0,Medium,Very Low
1770,12.0,High,Medium
1771,52.0,Low,High
1772,0.0,Very High,Very Low
1773,0.0,Low,Very Low
1774,0.0,Very High,Very Low
1775,52.0,High,High
1776,0.0,Medium,Very Low
1777,0.0,High,Very Low
1778,0.0,Medium,Very Low
1779,0.0,Very High,Very Low
1780,52.0,High,High
1781,52.0,High,High
1782,4.0,Low,Low
1783,0.0,Very High,Very Low
1784,12.0,Medium,Medium
1785,4.0,Low,Low
1786,12.0,Low,Medium
1787,12.0,Low,Medium
1788,4.0,Low,Low
1789,0.0,Medium,Very Low
1790,4.0,Low,Low
1791,0.0,Low,Very Low
1792,0.0,Very High,Very Low
1793,0.0,Medium,Very Low
1794,0.0,Very High,Very Low
1795,0.0,Medium,Very Low
1796,0.0,Low,Very Low
1797,52.0,Low,High
1798,52.0,Low,High
1799,52.0,Very High,High
1800,52.0,Medium,High
1801,52.0,Medium,High
1802,0.0,Medium,Very Low
1803,0.0,Very High,Very Low
1804,0.0,Very High,Very Low
1805,52.0,Medium,High
1806,52.0,High,High
1807,0.0,High,Very Low
1808,0.0,Medium,Very Low
1809,12.0,High,Medium
1810,0.0,Very High,Very Low
1811,0.0,Low,Very Low
1812,0.0,High,Very Low
1813,0.0,High,Very Low
1814,52.0,High,High
1815,4.0,Very High,Low
1816,0.0,High,Very Low
1817,52.0,High,High
1818,52.0,Low,High
1819,0.0,Low,Very Low
1820,4.0,Very High,Low
1821,12.0,Very High,Medium
1822,4.0,Medium,Low
1823,0.0,Very High,Very Low
1824,0.0,Medium,Very Low
1825,12.0,Medium,Medium
1826,52.0,High,High
1827,0.0,Medium,Very Low
1828,52.0,Low,High
1829,0.0,High,Very Low
1830,4.0,Very High,Low
1831,0.0,High,Very Low
1832,0.0,High,Very Low
1833,12.0,Low,Medium
1834,0.0,Medium,Very Low
1835,0.0,Low,Very Low
1836,4.0,High,Low
1837,12.0,Medium,Medium
1838,12.0,High,Medium
1839,4.0,Low,Low
1840,0.0,High,Very Low
1841,0.0,Very High,Very Low
1842,0.0,Medium,Very Low
1843,0.0,High,Very Low
1844,12.0,High,Medium
1845,0.0,Low,Very Low
1846,4.0,High,Low
1847,4.0,Medium,Low
1848,52.0,Very High,High
1849,0.0,High,Very Low
1850,12.0,Medium,Medium
1851,52.0,High,High
1852,0.0,High,Very Low
1853,52.0,High,High
1854,0.0,High,Very Low
1855,0.0,High,Very Low
1856,0.0,High,Very Low
1857,0.0,Medium,Very Low
1858,12.0,Very High,Medium
1859,0.0,High,Very Low
1860,0.0,Low,Very Low
1861,12.0,High,Medium
1862,12.0,Medium,Medium
1863,0.0,Low,Very Low
1864,12.0,Low,Medium
1865,4.0,High,Low
1866,12.0,High,Medium
1867,0.0,Medium,Very Low
1868,4.0,Medium,Low
1869,0.0,Medium,Very Low
1870,0.0,High,Very Low
1871,0.0,Very High,Very Low
1872,0.0,Very High,Very Low
1873,12.0,High,Medium
1874,52.0,Medium,High
1875,52.0,Low,High
1876,4.0,High,Low
1877,4.0,Low,Low
1878,0.0,High,Very Low
1879,12.0,Low,Medium
1880,0.0,Low,Very Low
1881,12.0,Low,Medium
1882,0.0,Medium,Very Low
1883,4.0,Medium,Low
1884,0.0,Medium,Very Low
1885,0.0,Low,Very Low
1886,12.0,Medium,Medium
1887,0.0,Very High,Very Low
1888,12.0,Medium,Medium
1889,52.0,Very High,High
1890,52.0,Medium,High
1891,52.0,Medium,High
1892,4.0,High,Low
1893,52.0,Low,High
1894,0.0,Low,Very Low
1895,0.0,Very High,Very Low
1896,12.0,High,Medium
1897,12.0,Medium,Medium
1898,0.0,Very High,Very Low
1899,12.0,Very High,Medium
1900,52.0,Medium,High
1901,4.0,Very High,Low
1902,4.0,High,Low
1903,12.0,Low,Medium
1904,52.0,High,High
1905,12.0,High,Medium
1906,0.0,Low,Very Low
1907,0.0,Low,Very Low
1908,0.0,High,Very Low
1909,0.0,High,Very Low
1910,12.0,Very High,Medium
1911,4.0,Low,Low
1912,0.0,High,Very Low
1913,0.0,Medium,Very Low
1914,0.0,Medium,Very Low
1915,0.0,Very High,Very Low
1916,52.0,High,High
1917,0.0,Medium,Very Low
1918,0.0,High,Very Low
1919,12.0,Low,Medium
1920,0.0,Medium,Very Low
1921,0.0,Very High,Very Low
1922,0.0,Low,Very Low
1923,12.0,High,Medium
1924,0.0,Low,Very Low
1925,4.0,High,Low
1926,0.0,Low,Very Low
1927,0.0,Very High,Very Low
1928,0.0,Low,Very Low
1929,52.0,Very High,High
1930,4.0,Low,Low
1931,52.0,Medium,High
1932,0.0,Medium,Very Low
1933,0.0,Low,Very Low
1934,0.0,High,Very Low
1935,0.0,Medium,Very Low
1936,0.0,High,Very Low
1937,0.0,Medium,Very Low
1938,12.0,Medium,Medium
1939,0.0,Low,Very Low
1940,0.0,Medium,Very Low
1941,0.0,Very High,Very Low
1942,4.0,Very High,Low
1943,12.0,Low,Medium
1944,0.0,Medium,Very Low
1945,0.0,Medium,Very Low
1946,0.0,Low,Very Low
1947,4.0,Medium,Low
1948,12.0,Low,Medium
1949,0.0,Low,Very Low
1950,4.0,High,Low
1951,0.0,High,Very Low
1952,0.0,Medium,Very Low
1953,0.0,Very High,Very Low
1954,0.0,Low,Very Low
1955,4.0,High,Low
1956,12.0,Medium,Medium
1957,0.0,Low,Very Low
1958,0.0,Medium,Very Low
1959,4.0,High,Low
1960,0.0,Very High,Very Low
1961,0.0,High,Very Low
1962,4.0,Medium,Low
1963,0.0,Medium,Very Low
1964,52.0,Low,High
1965,12.0,Medium,Medium
1966,4.0,Very High,Low
1967,0.0,Very High,Very Low
1968,0.0,High,Very Low
1969,52.0,High,High
1970,0.0,Low,Very Low
1971,0.0,Very High,Very Low
1972,12.0,Low,Medium
1973,0.0,Low,Very Low
1974,0.0,Low,Very Low
1975,0.0,Medium,Very Low
1976,4.0,High,Low
1977,0.0,Medium,Very Low
1978,0.0,Medium,Very Low
1979,4.0,High,Low
1980,0.0,Very High,Very Low
1981,0.0,Very High,Very Low
1982,4.0,Very High,Low
1983,12.0,High,Medium
1984,4.0,Very High,Low
1985,0.0,Medium,Very Low
1986,0.0,Very High,Very Low
1987,4.0,Medium,Low
1988,4.0,Low,Low
1989,52.0,High,High
1990,0.0,Medium,Very Low
1991,0.0,Very High,Very Low
1992,0.0,Low,Very Low
1993,12.0,Very High,Medium
1994,52.0,Very High,High
1995,52.0,High,High
1996,4.0,High,Low
1997,0.0,Low,Very Low
1998,0.0,Low,Very Low
1999,4.0,Medium,Low
2000,12.0,Very High,Medium
2001,0.0,Low,Very Low
2002,0.0,Very High,Very Low
2003,0.0,High,Very Low
2004,4.0,High,Low
2005,0.0,High,Very Low
2006,0.0,Very High,Very Low
2007,0.0,Very High,Very Low
2008,4.0,Low,Low
2009,0.0,Medium,Very Low
2010,0.0,Very High,Very Low
2011,0.0,Low,Very Low
2012,12.0,Very High,Medium
2013,0.0,Medium,Very Low
2014,4.0,High,Low
2015,0.0,Low,Very Low
